index,critical_temp
295,280.83014946455546
296,359.76724652149073
297,320.48812690832324
298,188.89518609292864
299,110.40973140248371
300,215.77110190680486
301,198.15244735254885
302,-190.02904191619743
303,199.0748269148736
304,199.3671375420733
305,363.27864407337427
306,321.4567367323358
307,321.4683468000338
308,321.349308392425
309,321.4567367323358
310,357.35877087888275
311,221.5544854346714
312,206.9881875528891
313,221.4666148042037
314,-187.83871280921647
315,-377.49545005468894
316,-122.14095838631113
317,366.49370209804647
318,367.47559482412896
319,372.2880927926491
320,-377.49545005468894
321,368.4681443080707
322,348.49957749458247
323,361.6566258321394
324,367.7864887158206
325,-227.28088002172004
326,358.52494470979275
327,206.0120067337673
328,211.1896174756465
329,193.71849248099082
330,-181.1561350876437
331,358.64392302793465
332,198.15244735254885
333,196.73177714848657
334,196.80228907297547
335,200.53248765287532
336,200.53517882705023
337,200.53596933720775
338,191.81945017657182
339,191.95617784351606
340,195.6439995047602
341,191.96280765829738
342,192.03147245408732
343,193.29924955172237
344,357.35877087888275
345,-286.5866390119404
346,-257.31325538364865
347,293.0667780706423
348,-243.08536443856158
349,358.5585513896931
350,358.69562623163336
351,357.1565248469825
352,357.42613402219024
353,357.98163897059294
354,-181.1561350876437
355,174.42070105875746
356,177.2824604337508
357,175.6827500990415
358,195.00091383799221
359,182.56046566001348
360,181.49013050225625
361,358.3168489029065
362,280.2866675183557
363,280.8482022617153
364,316.5867918112856
365,155.2074105248061
366,143.1759802410647
367,-329.6273335172209
368,332.17499344121495
369,296.5176499801064
370,358.3168489029065
371,171.36767947752236
372,174.87521615412803
373,172.3775838728768
374,136.1949269554794
375,137.61302590954273
376,138.44729615539669
377,138.34650429887222
378,335.4135970489865
379,313.0173281519824
380,352.36507574636494
381,360.56955098939613
382,255.13487156878278
383,261.61708963673163
384,266.7109003311199
385,281.2925375965674
386,197.35752234102054
387,202.47409404827818
388,235.97608570256276
389,192.01987645227038
390,290.4114046361069
391,198.3935852123112
392,205.7013214201564
393,332.70039744386486
394,400.34643635267014
395,185.09181814353198
396,-423.8512226822031
397,-425.03621104055765
398,-531.5840692176147
399,267.8430820586774
400,168.6562849630944
401,120.3413377840206
402,110.64982327127778
403,58.84114398232198
404,203.16212313813637
405,357.67597836967695
406,-431.21005155316584
407,-5.1587865280237395
408,-37.05876849977372
409,283.3849775165687
410,280.60360802727325
411,-380.7432722597572
412,-395.53567325615404
413,-399.8940309178382
414,358.2888999725201
415,252.25619946505
416,367.7864887158206
417,189.89363345247887
418,185.42206092188957
419,182.53228783991852
420,184.21449862052654
421,-181.86261415389126
422,-192.98469999537372
423,-180.16220765535002
424,183.71156101201836
425,189.88017090728266
426,-377.49545005468894
427,173.93697178708246
428,166.85136007984724
429,-376.6048711536872
430,259.71238290992585
431,290.4114046361069
432,290.4114046361069
433,346.6426965012805
434,267.1735200716347
435,191.92535137734515
436,363.64372012252966
437,283.9260990697287
438,166.4618008121049
439,170.7143327656372
440,174.98256736409292
441,179.25678120391282
442,200.60669493316715
443,360.4250670712214
444,185.7569309986971
445,186.47330844210134
446,372.79816360784787
447,185.09181814353198
448,-181.96350320226898
449,-202.0849150448965
450,-190.90822910970016
451,-191.9089767722617
452,-183.59591431005526
453,-182.96411681347294
454,210.32922973496926
455,207.0856968087235
456,-376.4869004902547
457,-368.63792172970386
458,287.08918883245053
459,229.7993717408639
460,372.58685108214274
461,-427.52075711030466
462,-437.4982618074356
463,-463.28183459287743
464,-495.2882678320683
465,374.6436494188007
466,376.8998887075295
467,358.76664579086184
468,369.4051447724937
469,135.85676233695625
470,270.24218871547157
471,270.1482152055262
472,270.3745802950946
473,266.8612486452479
474,267.39770320576895
475,267.40735555025543
476,270.34236780513675
477,265.6084719708674
478,273.25375095405343
479,274.6084731823476
480,269.0315134532957
481,258.57061621229934
482,322.0240731962871
483,284.31337417904535
484,335.1656850401374
485,366.56121331879297
486,-240.94827043594412
487,207.00032096103695
488,213.76352780081677
489,194.31450819359412
490,285.8201420912429
491,234.70833460694476
492,234.92463868886298
493,234.69750617639485
494,283.9260990697287
495,283.9260990697287
496,185.09181814353198
497,200.7474007059425
498,294.2072464424806
499,295.1387683528553
500,210.32856404973762
501,133.44893685836533
502,364.7502701911583
503,202.31347218491783
504,218.96783890940375
505,-182.17980718441603
506,284.92146290736787
507,293.5696354505005
508,314.81091002639585
509,270.67453267359986
510,276.3801256753442
511,-184.27479646400002
512,335.4576280423174
513,357.85621457569243
514,202.31347218491783
515,215.77110190680486
516,-191.2629134423924
517,-5.1587865280237395
518,-578.0838516316572
519,-606.2916590676524
520,127.05198543773984
521,313.1319900566107
522,193.71849248099082
523,358.3168489029065
524,353.97706563909946
525,370.02986699566134
526,370.7827805076232
527,-537.734670753816
528,-538.9613241368108
529,193.71849248099082
530,187.5789580510211
531,187.64595185861876
532,370.9299497522901
533,-58.71066261232282
534,68.28726769657995
535,198.11386088180603
536,198.24668916301738
537,-418.37755480039516
538,-426.67031982133017
539,212.5441744682205
540,358.3168489029065
541,248.10489379467856
542,185.09181814353198
543,-460.0349964233927
544,358.3168489029065
545,-377.49545005468894
546,-496.1797450382237
547,330.6372744276955
548,281.0908187282139
549,288.05824632876346
550,305.9760097200053
551,173.36724954651032
552,354.4336793835222
553,355.3524266920268
554,355.0856066216984
555,354.58720475117593
556,354.3401635471033
557,164.41199174231414
558,165.60383518788473
559,-426.45017611459843
560,-423.4133184563817
561,-426.2581628511373
562,-234.9925836772064
563,166.7235932691208
564,342.7248920655687
565,321.50028811281607
566,321.4411152967126
567,290.24067687417596
568,293.1041883721697
569,172.69651953619777
570,284.94426645562106
571,319.12739596847734
572,303.8189071427154
573,328.7379669675257
574,-419.6754212993686
575,-421.7380908305081
576,357.3108856381954
577,-380.5513423553301
578,-381.04949728849147
579,289.013252433848
580,395.47144017942355
581,360.09941045729283
582,256.5162241966422
583,337.43955655753484
584,275.2860120326057
585,372.01135373263526
586,356.9475967657439
587,379.9108508221981
588,349.1036000259546
589,391.80198349523823
590,391.80198349523823
591,356.8417603100744
592,318.8248562975291
593,334.9241792117426
594,339.8896636770204
595,357.7546716006351
596,357.1582858979641
597,322.19969049758663
598,323.56348477060646
599,193.07038524521246
600,192.67537066692395
601,286.4238955155927
602,196.36454279866263
603,206.8779427902756
604,186.5279357828788
605,186.66690434009328
606,245.15676017493013
607,-261.10970940509856
608,190.27852699375663
609,203.16212313813637
610,-80.26876339007136
611,360.81067175583576
612,346.61932677412335
613,352.24068590070306
614,280.5190859915439
615,268.71726302582164
616,199.92062410434954
617,246.22249981757392
618,285.1675015922906
619,355.07539889217435
620,177.53612974932545
621,357.7697009431753
622,98.10624366106535
623,118.63806585028831
624,125.2997127483829
625,98.0795756034962
626,90.08382975680789
627,88.51796744194634
628,355.8524686439199
629,193.8630988163459
630,199.24748906526665
631,193.71849248099082
632,193.98912320350652
633,196.6231561276349
634,187.36041488857788
635,193.582121468447
636,196.2188428995409
637,341.2431638405551
638,287.64111414529896
639,262.0203204669456
640,262.1796679742131
641,-441.87745179576496
642,355.2922517270782
643,343.34062869379
644,357.7674811684054
645,357.6114330355232
646,353.2493051912943
647,360.68963835864747
648,139.17724093118755
649,139.17724093118755
650,226.13671912080815
651,357.43795222719734
652,431.1775759173813
653,403.16328675626266
654,401.75610567935166
655,400.34643635267014
656,193.45579236887895
657,-425.8358480829096
658,358.85630788088076
659,334.3377800258935
660,172.38652162446135
661,212.5441744682205
662,-263.7762010651726
663,-377.4213724538989
664,-383.88914743989426
665,283.3849775165687
666,438.0653085535132
667,354.80560790942934
668,312.51003989135074
669,-354.4534450767625
670,340.818849612568
671,348.640967980642
672,366.0958607293859
673,368.4486476965242
674,369.4161832588695
675,373.23325621963875
676,355.3445598991203
677,357.6178238087749
678,365.20385609858613
679,348.49957749458247
680,357.1582858979641
681,-237.24940038299056
682,-262.22292185759306
683,-266.93774812113804
684,350.00340166233343
685,-293.7738597453945
686,-307.48241884790764
687,270.75858695199685
688,264.6233468003298
689,277.2850499660694
690,-159.5069489621315
691,198.15244735254885
692,256.61649433741695
693,-360.06874885013985
694,358.253164509475
695,358.0004689236007
696,358.689790907496
697,365.96444591486977
698,372.4859523605336
699,355.321668570828
700,341.16248599395954
701,-155.39231871563499
702,181.60787595718645
703,182.6341529907434
704,131.3598514989346
705,-387.780854802882
706,161.29879428852354
707,161.08933485795376
708,152.44678941538723
709,331.05525859440297
710,328.25468746596005
711,287.006432699313
712,414.1693310981193
713,354.86508967769646
714,350.5041795214031
715,349.9715863796474
716,393.574114127063
717,319.57406234053883
718,352.86188618691006
719,352.86188618691006
720,358.8574106734652
721,274.52716794024
722,267.9291548987751
723,277.6506625524902
724,293.42521972951863
725,396.57745391744265
726,402.83658020414725
727,352.86188618691006
728,347.49829654657765
729,349.11849417829274
730,331.9948526709861
731,329.1928705034783
732,358.3168489029065
733,-357.9606239746995
734,-354.43445176823116
735,250.2294241563729
736,195.8992752591021
737,-317.34085510943976
738,-224.00838685100607
739,-222.18031673131733
740,-231.15629563016435
741,-236.61161999836153
742,281.5446675785427
743,-397.9872715388243
744,-455.7271344833093
745,-425.67066840743905
746,-483.0976904281356
747,-532.1713497214384
748,359.6956857822088
749,-144.96158943360717
750,185.09181814353198
751,254.67370390770537
752,214.34668280424276
753,246.3312937378399
754,282.1677403748648
755,317.631186097526
756,321.4683468000338
757,321.45036655881324
758,316.77633130401716
759,458.97343717368074
760,-300.65361141460085
761,-358.5670334667017
762,196.4762114956838
763,169.26739514365522
764,361.7983966509927
765,-30.739101882031633
766,-365.4489207762607
767,-382.380331650327
768,271.57817213667215
769,285.0375593557354
770,236.26181542666407
771,232.70762960163225
772,100.95296633235567
773,317.599362605093
774,316.4856546124828
775,185.09181814353198
776,180.78739211544686
777,179.9794748789845
778,358.3049090887264
779,358.1562245124129
780,295.93062574652345
781,301.62718579081354
782,283.8992503163439
783,284.4809954400931
784,-349.43656343419286
785,-402.63800123372664
786,355.7329795529282
787,-428.21096725528605
788,-416.84068996056624
789,355.5435909793706
790,254.89954231178498
791,254.63036683695765
792,108.12782806821167
793,319.06300406881724
794,322.6252058183587
795,328.8543476911997
796,167.47014984797224
797,186.1161133127523
798,-377.49545005468894
799,-369.7942773997373
800,-388.050281041884
801,315.8636886054919
802,317.9839702475259
803,297.14602222567737
804,296.5469283368417
805,-182.80041269665855
806,-181.96350320226898
807,-191.9089767722617
808,-320.4895818058791
809,316.46859434726207
810,237.98629435353106
811,337.0684746896916
812,280.83014946455546
813,286.54873490401405
814,339.8003555114076
815,-263.3248816678714
816,354.70592053010023
817,357.4645379717797
818,350.5842341150833
819,350.50041952399397
820,358.21288167263015
821,358.1231219683108
822,357.67597836967695
823,-181.1561350876437
824,-90.56461425890586
825,-181.1561350876437
826,347.1366662581943
827,367.7163984089849
828,357.35877087888275
829,351.6141969380508
830,345.10407490919056
831,-29.134663225219875
832,357.7991944468265
833,358.0261786157047
834,202.53468419771363
835,-71.76316582362085
836,-71.68268358259083
837,-86.7971307776562
838,-96.66941122383068
839,366.7251606755535
840,165.40086510743404
841,165.40086510743404
842,-245.5273400015022
843,-81.43156226714274
844,360.46912162728256
845,360.3558325729515
846,359.06443559367983
847,359.5036196830939
848,338.4436373021106
849,330.1343841467391
850,313.2759294982917
851,-177.78283438295995
852,318.43179243188206
853,313.9070566229608
854,306.0730090219298
855,330.1503188163791
856,348.22190628640885
857,339.63353604648273
858,330.8731066376397
859,313.0782273770144
860,287.6286054567031
861,392.4209325128926
862,323.9107830231437
863,330.89149072931093
864,307.01781297455307
865,329.4740111857486
866,308.346477324131
867,315.8017939336271
868,321.4588905963202
869,-236.27907539573582
870,321.4683468000338
871,354.4123063846903
872,-306.2909660498028
873,290.6800402867111
874,296.1749675631535
875,355.66733340090934
876,328.1746165501253
877,318.5653155142277
878,360.4762294451966
879,360.04427346326247
880,356.8655694909555
881,361.5409378834121
882,360.089016610827
883,359.84600467499047
884,361.65491121900357
885,358.3142618128978
886,361.6572345410874
887,364.7523097033311
888,370.9350408209699
889,359.6520027284382
890,366.9487817746965
891,335.0457360679735
892,342.9810516436787
893,334.4879073747385
894,310.9606288624136
895,301.8516097833906
896,358.17157621034096
897,357.4645379717797
898,349.65054333099806
899,349.55729459211295
900,335.18911381757573
901,250.0179655591755
902,248.71320263294436
903,317.2668056289241
904,316.4845310183707
905,313.5469870366593
906,313.60749625711344
907,313.9413016982163
908,321.4679037491285
909,369.3327925134912
910,359.78141691513326
911,365.7285694920714
912,371.1416436205109
913,243.45711388175846
914,343.3939254907972
915,-531.821250520701
916,-538.8015527250211
917,-530.2058379440105
918,304.30435536659286
919,253.73716349971397
920,394.1096191018778
921,360.115468422051
922,139.91856529561835
923,-293.26614549986004
924,-360.6081287458643
925,-324.3041943179014
926,186.63383533597502
927,-384.86576555196916
928,-384.8984051060961
929,-385.0816152603677
930,-385.3138018467613
931,-384.8984051060961
932,-384.8984051060961
933,-377.20900491737746
934,357.8824949828961
935,357.98163897059294
936,-407.1607923347923
937,-413.0685775659598
938,-407.3289701441121
939,200.74065088797656
940,-377.49545005468894
941,-376.5837477891731
942,-374.64220560381625
943,-181.1561350876437
944,-133.68427381080897
945,1.3282080241788776
946,257.56060438567147
947,321.4888794353586
948,316.3465860776839
949,316.3866993353066
950,316.42445453746893
951,320.5597784915723
952,272.1300461090816
953,271.985585389888
954,265.5527841898165
955,301.0384897803817
956,300.96691891431544
957,303.5481020783528
958,257.24400713806267
959,-333.3036204571438
960,-328.5884760539202
961,-328.54073803623874
962,358.30876124341796
963,366.5403163149773
964,361.15016618728134
965,-313.9139957740716
966,350.00340166233343
967,331.05525859440297
968,172.52525029506714
969,395.0820670173965
970,163.29920931807717
971,169.60499941013518
972,144.76357424792565
973,134.96783877987158
974,204.84349042927278
975,142.50063737672122
976,-557.7722915958014
977,264.66688218282724
978,180.3590121942244
979,180.4373154197953
980,353.7594808936543
981,329.88698797960785
982,-215.901468423964
983,378.1320679999171
984,346.8037977198951
985,403.15433088748296
986,267.98600717127533
987,270.67453267359986
988,269.1189288415785
989,3.981562261833627
990,356.4130653453891
991,270.817712642556
992,182.05213183966305
993,185.09181814353198
994,356.8874252536575
995,358.1231219683108
996,-142.28011007470795
997,-215.01489144068748
998,169.55397217986734
999,353.9722603421319
1000,353.9722603421319
1001,319.05973524632725
1002,302.2557155276053
1003,-121.2859799578649
1004,-121.0231220803802
1005,-361.67798494222325
1006,357.9085497993972
1007,186.5783229810383
1008,331.68868072349073
1009,305.5334171265697
1010,335.4135970489865
1011,204.5765230209843
1012,311.957329253901
1013,274.1308896609012
1014,342.16541035609043
1015,348.4572552766016
1016,349.16753690185465
1017,-263.8452435479269
1018,-268.9636851349602
1019,366.0980558138126
1020,-419.06900656864013
1021,206.6885588204922
1022,213.90942722597137
1023,260.58521438861317
1024,298.543686584531
1025,-341.3102469605343
1026,-342.91539323075915
1027,-342.91539323075915
1028,-343.72160076487773
1029,-344.79634369039434
1030,304.44858502875843
1031,356.6793231907193
1032,355.09970255738676
1033,-282.99042686686926
1034,327.89059259926717
1035,324.146102568374
1036,407.639022046518
1037,-149.0565258745461
1038,337.93608229294614
1039,337.5612599852009
1040,361.3152131969957
1041,360.59840962308965
1042,334.2430929524105
1043,-181.1561350876437
1044,359.1417661643138
1045,-286.0818877903056
1046,348.57848341098054
1047,355.31122881163776
1048,-308.02794578925534
1049,-308.02794578925534
1050,311.0212846838691
1051,196.44522969901612
1052,202.35539105982346
1053,202.55684788254408
1054,184.35730170950248
1055,200.16324296940638
1056,188.01112371491513
1057,193.64495796973844
1058,194.16245434812356
1059,336.95765315146343
1060,337.9691598453329
1061,337.0194475148402
1062,338.3114953884218
1063,388.16563782433116
1064,336.2838405006198
1065,335.3599698365324
1066,246.5799432367357
1067,246.5799432367357
1068,85.64671106812631
1069,101.83628408500638
1070,-170.47572477708414
1071,193.50669554489187
1072,332.7721326716313
1073,322.8965448721882
1074,284.19294499907664
1075,-291.02540167383324
1076,256.88502882306796
1077,343.8537874802115
1078,-216.00857201566868
1079,-193.19189815758224
1080,276.34057102928335
1081,363.84410963138964
1082,358.14824953471384
1083,-336.50061332599864
1084,-451.68830390446556
1085,-453.30449378855576
1086,263.0682711115412
1087,339.6039540106783
1088,393.7556053037108
1089,200.74065088797656
1090,356.6793231907193
1091,355.8828822971486
1092,355.8828822971486
1093,199.61206822166724
1094,183.39638304910113
1095,183.39638304910113
1096,285.24414321588506
1097,283.18243769572973
1098,361.6566258321394
1099,352.7072391034385
1100,360.58176989582626
1101,360.48819315287847
1102,285.70394462809884
1103,256.52351080784115
1104,-379.62296129955007
1105,-377.2472580569389
1106,285.7946532186275
1107,286.0634282079623
1108,326.5400600673785
1109,306.0641741879225
1110,259.39600664418117
1111,261.99948973756835
1112,277.6310411200411
1113,285.24414321588506
1114,186.8402716920172
1115,186.85626718410353
1116,357.67597836967695
1117,374.45641439977567
1118,202.17459298752803
1119,203.25169608801227
1120,207.21165745048498
1121,256.55939211233414
1122,-181.1561350876437
1123,-273.4822420118469
1124,286.1517447879408
1125,333.76458241811133
1126,333.76458241811133
1127,331.05525859440297
1128,-386.94700531337537
1129,-395.68972988374526
1130,356.86268552822037
1131,367.3494682423278
1132,368.8529808180855
1133,-165.80612432499234
1134,301.4623250486022
1135,301.96005088676907
1136,256.5412262300895
1137,281.7963393155608
1138,356.8924503258862
1139,197.21071353432478
1140,-385.9620679883409
1141,-190.8980309861329
1142,-194.08451156411226
1143,-200.6092478303666
1144,370.35593778530745
1145,254.96163632056084
1146,255.83726440267031
1147,105.9425076579194
1148,244.28790809334168
1149,-188.42752687857697
1150,349.6036235588041
1151,300.271836009416
1152,302.6537249228779
1153,-193.81983053411565
1154,-192.35525399920905
1155,-187.5145358226487
1156,-175.46639310802865
1157,-185.64334318340232
1158,-188.6344195407985
1159,-168.92151803389348
1160,-194.69969271721317
1161,355.0958518553242
1162,354.7146136446951
1163,354.5354877405597
1164,358.18613361334167
1165,355.22186672192095
1166,354.40909642690735
1167,354.26063100495776
1168,355.07852434892493
1169,395.3957167098672
1170,395.3957167098672
1171,185.09181814353198
1172,359.87477638244184
1173,367.8245972985311
1174,264.885438918007
1175,356.683793825075
1176,356.7374371032721
1177,357.38681372633005
1178,-291.7624130439775
1179,-285.0875656199355
1180,-242.40997098317249
1181,-272.9329799409271
1182,185.09181814353198
1183,180.1767152526997
1184,176.50923082122404
1185,-426.2608781766363
1186,204.62511818679232
1187,205.71755449297353
1188,206.73653914455065
1189,-397.80915538481906
1190,183.39638304910113
1191,-212.96624093089252
1192,-212.96624093089252
1193,-383.91796501149133
1194,358.3049090887264
1195,350.00340166233343
1196,-244.25543779544049
1197,356.0653432157859
1198,355.76815553669223
1199,354.32404893837577
1200,351.541318563138
1201,-382.6719101152745
1202,-381.79876903845377
1203,-380.8775727702813
1204,-379.1160067617868
1205,-381.7672115260515
1206,-264.0234941404326
1207,198.14613365099567
1208,198.21678202436823
1209,380.96107858739776
1210,214.53102277916292
1211,222.1798924812422
1212,-344.5403382813412
1213,-345.0742988713688
1214,-423.57946773567005
1215,352.4854622805509
1216,340.3166920759263
1217,340.3574566937484
1218,319.0263819445736
1219,320.3320031673595
1220,199.41886405946687
1221,200.27175960833046
1222,219.10119616162265
1223,204.2761727430303
1224,198.4166732458444
1225,-389.18240009004694
1226,219.3790061107324
1227,367.66097677389973
1228,357.98163897059294
1229,358.08679324339334
1230,370.8945901447199
1231,375.3313245238753
1232,374.5878746913671
1233,376.72734175714857
1234,376.8538529837284
1235,376.8998887075295
1236,-551.9063517433088
1237,205.7013214201564
1238,212.4285458522296
1239,198.27962317738633
1240,214.76200262221056
1241,211.08859124252663
1242,250.27136893784143
1243,250.49441834219556
1244,-397.6237258165155
1245,368.37837704039055
1246,358.3168489029065
1247,264.38044100122954
1248,246.00977792833163
1249,-344.01716120390677
1250,319.20229256393054
1251,316.7052340137784
1252,394.0411532692766
1253,302.33710758818245
1254,356.8417603100744
1255,357.30540528188953
1256,198.15244735254885
1257,199.96988382662985
1258,182.82245439847134
1259,321.0351458245344
1260,320.88980686218235
1261,320.74114307038315
1262,357.30540528188953
1263,182.76660587772855
1264,172.61789021921692
1265,318.59434053785264
1266,318.9753016736538
1267,374.75980285846924
1268,370.8175743004523
1269,176.7196940443009
1270,173.20873272251447
1271,286.9134827136621
1272,285.3232197128474
1273,355.07539889217435
1274,-366.5200536109286
1275,258.54834730909056
1276,251.92216871182652
1277,234.09174580528557
1278,-381.7672115260515
1279,-395.845131239666
1280,290.4114046361069
1281,335.4135970489865
1282,341.46423116699157
1283,-333.6195221410803
1284,193.45579236887895
1285,-188.1148885030124
1286,-182.5387720912576
1287,-180.16220765535002
1288,285.5292579788054
1289,297.20724039184324
1290,292.3125828464423
1291,286.1667905370932
1292,-378.21340004567617
1293,184.25899357998316
1294,319.05973524632725
1295,301.5022233727143
1296,319.05973524632725
1297,104.97279249544353
1298,286.0827971687896
1299,286.2241514244247
1300,280.51938060705106
1301,264.1563899899387
1302,252.0775033598747
1303,-350.9053542444393
1304,-380.68822290026924
1305,328.54145183078356
1306,334.90686483213176
1307,321.44078832385003
1308,345.23698969915324
1309,349.4765070650086
1310,353.73726321676224
1311,343.46026755319735
1312,366.28962727754435
1313,367.8237580578341
1314,364.6924953787417
1315,365.7476675836758
1316,360.7188837789016
1317,372.3479499793608
1318,201.08435517553144
1319,352.89793464741535
1320,351.5201047716422
1321,239.94155527052018
1322,-377.49545005468894
1323,174.80817130969018
1324,192.55449339833757
1325,199.19667953978848
1326,378.06020752596476
1327,284.8716920519736
1328,358.45947086865317
1329,353.5045056722581
1330,352.9654214329171
1331,352.55812084736453
1332,352.16642039733676
1333,356.65263798235117
1334,357.1364098952805
1335,315.7210902711122
1336,311.4934585304975
1337,360.7147723856043
